"BroodRef","MeanTotalProRate","MeanA","MeanAdev","MeanAsim","MeanVisitRateDifference","MeanS","MeanMFVisit1","MeanSdev","MeanSsim","MeanEffectiveTime","MeanMVisit1RateH","MeanFVisit1RateH","MeanDVDInfoChickNb","BreedingYear","HatchingDayAfter0401","SocialMumID","SocialDadID","DadAge","MumAge","ParentsAge","MBroodNb","MPriorResidence","MnextNBsame","MwillDivorce","FBroodNb","FPriorResidence","FnextNBsame","FwillDivorce","PairID","PairBroodNb","PairIDYear","NbHatched","NbRinged","AvgMass","MinMass","AvgTarsus","sdMass","sdTarsus","MixedBroodYN","ResMassTarsus","sdResMassTarsus"
"1083",13.8756528402433,14.3333333333333,1.76666666666667,12.5666666666667,2,1.66666666666667,21,-0.0433333333333332,1.71,90.7666676839193,7.66666666666667,6.33333333333333,2.66666666666667,2009,43,4110,3370,3,1,2,2,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"33704110",1,"337041102009",4,2,21.5499992370605,21.2999992370605,16.9000005722046,0.353553390593274,0.282842442734738,FALSE,1.36212917281514,0.306495111523199
"1085",27.1722561374351,15,0.75,14.25,17,0.5,39.5,-2.23,2.73,87.4000007629394,7.5,19.5,4,2009,47,4028,3764,2,1,1.5,2,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"37644028",1,"376440282009",5,4,21.8499999046326,19.6000003814697,16.0750000476837,1.95703836141531,0.680073630610123,TRUE,3.56282531957207,1.91848313197956
"1088",20.3715619635463,20.6666666666667,1.99333333333334,18.6733333333333,1.66666666666667,3.33333333333333,30.3333333333333,0.536666666666667,2.79666666666667,89.5333348592122,9.66666666666667,10.6666666666667,4,2009,52,4078,4117,2,1,1.5,2,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,"41174078",2,"411740782009",4,3,20.3333326975505,18.2999992370605,16.8333333333333,2.0502034342241,1.15902219821415,TRUE,0.299055407813986,0.731622158391433
"1090",21.6611300832396,19,2.26,16.74,4.66666666666667,3,33.3333333333333,-0.0300000000000002,3.03,92.4333323160807,8.33333333333333,13,3,2009,53,4062,3717,2,2,2,2,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,"37174062",2,"371740622009",5,2,18.75,16.8999996185303,16.9500007629395,2.61629562986985,0.353553390593274,TRUE,-1.55306409584114,1.79123421538423
"1093",22.1904341188447,18.6666666666667,0.253333333333334,18.4133333333333,5.33333333333333,3.33333333333333,33.3333333333333,0.106666666666667,3.22666666666667,89.6999994913737,13.6666666666667,8.33333333333333,3,2009,56,4068,4039,1,1,1,1,FALSE,FALSE,FALSE,2,FALSE,NA,NA,"40394068",1,"403940682009",3,2,20.3500003814697,19.1000003814697,16.8500003814697,1.76776695296637,0.494975286310277,FALSE,0.277324348820132,0.612679713742618
"1101",18.9681557038772,17.3333333333333,0.973333333333333,16.36,3.66666666666667,4,29,1.12,2.88,91.466667175293,11.3333333333333,7.66666666666667,3,2009,73,4049,4029,1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"40294049",1,"402940492009",4,2,20.6999998092651,17.1000003814697,17.0999994277954,5.09116801532364,0.424264338451809,TRUE,0.0513580129237824,6.0812423421784
"1103",37.729611782385,37.6666666666667,6.12,31.5466666666667,4.33333333333333,11.6666666666667,55.3333333333333,2.85,8.81666666666667,87.9999974568685,17.3333333333333,20.3333333333333,3,2009,76,4053,4060,1,1,1,2,FALSE,FALSE,FALSE,1,FALSE,NA,NA,"40604053",1,"406040532009",4,3,25.6000003814697,24.2000007629395,18.9666665395101,1.50996696284464,0.0577352471605975,FALSE,0.650796785559174,1.50049331619458
"1104",16.4532658597419,17.6666666666667,0.90666666666667,16.76,1.66666666666667,0.666666666666667,24.3333333333333,-0.933333333333333,1.6,88.666667175293,9,7.33333333333333,2,2009,77,4084,2605,4,1,2.5,8,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,"26054084",2,"260540842009",2,2,22.75,21.6000003814697,18.3500003814697,1.62634505724943,0.353553390593274,TRUE,-0.778483797660299,0.801283642763815
"1105",26.4034785996195,24.6666666666667,2.95333333333334,21.7133333333333,7.33333333333333,4.33333333333333,39.6666666666667,-0.226666666666667,4.56,90.4666651407878,17,9.66666666666667,3,2009,77,4511,4509,1,2,1.5,2,FALSE,NA,NA,2,FALSE,FALSE,TRUE,"45094511",2,"450945112009",4,3,21.7333329518636,18.7999992370605,17.5,3.49475861231969,0.200000762939499,TRUE,0.163141099900018,3.95030580638868
"1107",26.5151422649974,26,1.5,24.5,7,5,40.6666666666667,0.61,4.39,91.9666676839193,16.6666666666667,9.66666666666667,4,2009,78,3302,3359,3,3,3,6,FALSE,FALSE,FALSE,9,FALSE,FALSE,FALSE,"33593302",4,"335933022009",4,4,25.2750000953674,24.5,18.5500001907349,1.18427190944278,0.191486152010226,FALSE,1.28574236846755,0.937418940415119
"1110",30.189237935815,30,2.54,27.46,5.33333333333333,6,46,0.633333333333334,5.36666666666667,91.2999984741211,12.3333333333333,17.6666666666667,5,2009,82,4034,4070,1,1,1,2,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,"40704034",1,"407040342009",4,4,24.4749999046326,23.1000003814697,18.7500004768372,1.2284812171214,0.714142762729839,TRUE,0.0249671499216114,0.623999096969371
"1111",27.5358667157661,29.6666666666667,4.68666666666667,24.98,3.33333333333333,6.33333333333333,42,1.16,5.17333333333333,91.5999994913737,15.3333333333333,12,3.66666666666667,2009,83,4059,3450,3,1,2,6,FALSE,FALSE,FALSE,3,FALSE,FALSE,FALSE,"34504059",3,"345040592009",4,3,25.3333326975505,24.8999996185303,18.9333330790202,0.450924791988423,0.230940988642501,TRUE,0.460925122703754,0.241178099992584
"1112",19.147147225714,12,-0.366666666666667,12.3666666666667,5.66666666666667,3.33333333333333,27.3333333333333,0.566666666666667,2.76666666666667,83.1333318074544,6.66666666666667,12.3333333333333,3,2009,87,4759,4023,1,1,1,2,FALSE,NA,NA,2,FALSE,FALSE,FALSE,"40234759",2,"402347592009",3,3,23.7000001271566,22.7999992370605,18.7000001271566,0.953939941211557,0.173204640273618,TRUE,-0.634838229768073,0.610973331279962
"1114",24.3052070601845,21.6666666666667,3.10666666666667,18.56,3.33333333333333,5.33333333333333,36.6666666666667,1.36333333333333,3.97,90.2000010172526,13.3333333333333,10.6666666666667,3,2009,90,4013,4087,1,1,1,2,FALSE,NA,NA,2,FALSE,NA,NA,"40874013",2,"408740132009",3,3,22.1333338419596,20.5,18.3333333333333,1.43643119552175,0.763762615825973,FALSE,-1.35675121278764,2.65858324765708
"1116",22.3070506608352,16,0.386666666666667,15.6133333333333,7.66666666666667,4,32.6666666666667,1.45,2.55,87.5000005086263,15,7.33333333333333,3,2009,92,4037,3442,3,1,2,5,FALSE,NA,NA,2,FALSE,FALSE,FALSE,"34424037",2,"344240372009",3,3,22.6666666666667,21.3999996185303,18.3000005086263,1.16761916560578,0.608276378456346,TRUE,-0.746623831779083,2.05387220223893
"1119",21.5732991687023,17.3333333333333,0.746666666666666,16.5866666666667,3.33333333333333,3.66666666666667,33,1.09333333333333,2.57333333333333,91.6999994913737,9.33333333333333,12.6666666666667,3,2009,97,927,3445,3,6,4.5,3,TRUE,FALSE,FALSE,12,TRUE,NA,NA,"3445927",2,"34459272009",3,3,22.0999997456868,19.5,17.2999998728434,2.25388533081716,0.608276378456314,FALSE,0.990582555343827,2.02679768184007
"1121",8.88081236827815,7,0.0333333333333332,6.96666666666667,1.33333333333333,0.333333333333333,13,-0.00333333333333335,0.336666666666667,87.4666651407878,5.33333333333333,4,1.33333333333333,2009,107,4085,4072,1,1,1,3,FALSE,TRUE,FALSE,1,FALSE,NA,NA,"40724085",1,"407240852009",4,1,19.2999992370605,19.2999992370605,16.5,NA,NA,TRUE,0.0336792284374055,NA
"1124",14.4573275680624,8.66666666666667,-1.15333333333333,9.82,4,1,21,-0.493333333333333,1.49333333333333,87.7,6.66666666666667,8,2,2009,111,4511,4039,1,2,1.5,2,FALSE,FALSE,FALSE,3,FALSE,NA,NA,"40394511",1,"403945112009",2,2,24.5500001907349,23.6000003814697,17.4499998092651,1.34350261451463,0.0707109478584676,TRUE,3.09500237036711,1.17848970214564
"1125",18.0981331245634,17.3333333333333,2.64,14.6933333333333,2,3,27.3333333333333,0.853333333333333,2.14666666666667,90.8333343505859,10,8,3.33333333333333,2009,112,3302,3359,3,3,3,7,FALSE,TRUE,FALSE,10,FALSE,TRUE,FALSE,"33593302",5,"335933022009",4,4,23.375,20.7999992370605,18.375,2.26182128392735,0.149999830459087,TRUE,-0.211079714886506,2.00717900098434
"1128",39.6989101607343,24.3333333333333,4.28666666666667,20.0466666666667,15.3333333333333,11.3333333333333,59.6666666666667,4.08666666666667,7.24666666666667,89.3333323160807,27.6666666666667,12.3333333333333,2,2009,123,4034,3684,2,1,1.5,3,TRUE,TRUE,FALSE,2,FALSE,NA,NA,"36844034",1,"368440342009",4,2,24.1000003814697,23,18.0500001907349,1.5556354580901,0.494973937611077,FALSE,1.26267857624009,2.71071954995422
"1130",21.7730743764463,17,0.890000000000001,16.11,5.5,5.5,31.5,2.695,2.805,86.3000015258789,8,13.5,3,2009,124,4059,3450,3,1,2,7,FALSE,TRUE,FALSE,4,FALSE,TRUE,FALSE,"34504059",4,"345040592009",3,3,26.5,26.1000003814697,19.2000001271566,0.458257444630456,0.173204640273618,TRUE,1.01322572140509,0.152742768070568
"1132",16.8918918918919,12,1.42,10.58,5,3,25,1.33,1.67,88.8,11,6,4,2010,19,3302,3359,4,4,4,8,TRUE,TRUE,FALSE,11,TRUE,TRUE,FALSE,"33593302",6,"335933022010",4,3,17.0142859050206,8.19999980926514,17.5,4.55119038056057,NA,TRUE,-4.55590594694298,NA
"1133",15.8172336138438,17,4.75,12.25,1.5,0.5,23,-1.04,1.54,87.15,7,8.5,2,2010,23,4760,4109,2,2,2,1,FALSE,FALSE,FALSE,2,FALSE,FALSE,FALSE,"41094760",1,"410947602010",2,2,20.4250001907349,15.8999996185303,17.8000001907349,1.83847790082484,NA,TRUE,-1.83635365365959,NA
"1142",7.12589073634204,8,1.32,6.68,0,0,10,-0.07,0.07,84.2,4,4,2,2010,25,4110,3370,4,2,3,5,TRUE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"33704110",4,"337041102010",2,0,NA,NA,NA,NA,NA,NA,NA,NA
"1143",7.11462450592885,1,0,1,3,0,3,0,0,25.3,2,5,2,2010,32,3395,4072,2,4,3,4,TRUE,TRUE,FALSE,5,FALSE,TRUE,FALSE,"40723395",1,"407233952010",5,0,NA,NA,NA,NA,NA,NA,NA,NA
"1144",29.6191825838545,24,4.56,19.44,6,3,35,-1.02,4.02,70.8999984741211,12,18,2,2010,35,4084,4757,1,2,1.5,1,FALSE,TRUE,FALSE,4,FALSE,TRUE,FALSE,"47574084",1,"475740842010",5,2,22.9999995231628,20.7999992370605,18.3999996185303,1.97989979654184,NA,TRUE,-0.643676108949914,NA
"1145",20.4778156996587,20,1.56,18.44,4,7,30,4.88,2.12,87.9,8,12,2,2010,36,4744,4682,1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"46824744",1,"468247442010",4,2,15.7750000953674,11.3999996185303,15.2500004768372,4.03050919224295,NA,TRUE,-0.611481207651889,NA
"1146",29.9885583524027,27.5,4.89,22.61,6.5,6,42,0.705,5.295,84.15,17.5,13,3,2010,36,4078,4071,2,2,2,1,FALSE,FALSE,FALSE,4,TRUE,FALSE,FALSE,"40714078",1,"407140782010",5,3,20.2166668574015,17.2999992370605,17.3000005086263,2.17791986434451,NA,TRUE,-0.892751797703798,NA
"1148",26.5060240963855,19,-2.04,21.04,2,6,33,2.71,3.29,74.7,14,12,3,2010,37,4585,4703,1,1,1,1,FALSE,NA,NA,1,FALSE,FALSE,FALSE,"47034585",1,"470345852010",4,2,20.1400001525879,17.2999992370605,16.75,2.25166608372305,NA,TRUE,0.297712183129682,NA
"1151",34.3743178170145,27,-3.14,30.14,4.5,5.5,50.5,-1.71,7.21,88.25,19.5,15,5,2010,43,4619,4664,1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"46644619",1,"466446192010",5,5,18.110000038147,12.3000001907349,16.2399997711182,3.25530350824411,NA,TRUE,-0.557312763893234,NA
"1152",18.703928838414,16,1.89,14.11,3,2.5,25.5,0.485,2.015,81.4,8,11,1,2010,47,4754,4573,1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"45734754",1,"4573475420010",1,1,23.3,23.3,17.3,NA,NA,NA,2.19058251670452,NA
"1153",29.7297297297297,29,3,26,10,5,44,-0.0700000000000003,5.07,88.8,20,10,3,2010,55,4663,4512,2,1,1.5,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,FALSE,"45124663",1,"451246632010",4,3,NA,NA,NA,NA,NA,NA,NA,NA
"1154",15.8740548529454,10.3333333333333,-0.373333333333333,10.7066666666667,6,1,20.6666666666667,0.07,0.93,77.4,5,11,3,2010,54,4110,3370,4,2,3,6,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"33704110",5,"337041102010",3,3,17.3333333333333,13.6000003814697,16.3333336512248,3.75011111455124,0.680686003277997,TRUE,-1.54900876711425,2.27659932067368
"1156",16.1870503597122,11,1.38,9.62,1,0,15,-0.87,0.87,55.6,9,8,3,2010,59,4049,4039,2,2,2,3,FALSE,FALSE,TRUE,3,FALSE,TRUE,TRUE,"40394049",1,"403940492010",4,3,24.2333335876465,22.6000003814697,18.1333332061768,1.55670606270617,0.709459682345147,TRUE,1.20402319451963,0.422148723741291
"1157",14.7816349384099,12,-0.859999999999999,12.86,5,0,22,-1.02,1.02,89.3,5,10,2,2010,59,4037,4753,1,2,1.5,1,FALSE,TRUE,FALSE,3,FALSE,TRUE,FALSE,"47534037",1,"475340372010",4,2,26.5,25.6000003814697,18.75,1.27279166665616,0.0707095991592676,TRUE,2.04996834386081,1.43780143166551
"1159",9.72133459485515,6.5,0.43,6.07,4.5,2,12.5,1.115,0.885,75.05,2.5,7,1,2010,53,4759,3764,3,2,2.5,4,TRUE,FALSE,FALSE,3,FALSE,FALSE,FALSE,"37644759",1,"376447592010",1,1,23.3999996185303,23.3999996185303,19.2999992370605,NA,NA,TRUE,-2.31715979373133,NA
"1163",30.031803490627,25.5,0.560000000000002,24.94,6.5,4,44,-1.245,5.245,87.95,14,16.5,4,2010,63,4059,3450,4,2,3,8,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"34504059",5,"345040592010",4,4,26.5,23.7999992370605,18.8499999046326,2.18327012686457,0.544671423086345,TRUE,1.81958137924103,1.47706835496329
"1164",29.9330317689956,25,2.75,22.25,8.5,5,43.5,-0.305,5.305,87.4,10.5,19,4,2010,65,4723,4119,2,1,1.5,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"41194723",1,"411947232010",4,4,22.8000001907349,21.6000003814697,17.5750002861023,1.43061735116447,0.34999988192647,TRUE,1.05701729137775,1.01664452052428
"1165",36.8633653319735,20,0.5,19.5,14,6,54,0.0549999999999997,5.945,87.9,11.5,25.5,5,2010,65,4062,3717,3,3,3,4,FALSE,FALSE,FALSE,4,FALSE,FALSE,FALSE,"37174062",4,"371740622010",5,5,20.4399995803833,13.6999998092651,16.960000038147,3.87143371653583,2.10902824705275,TRUE,0.113898435937781,1.5530668098852
"1166",17.5814576318992,15.5,1.85,13.65,4.5,2,25,0.505,1.495,85.5,11,6.5,2,2010,65,4739,4070,2,1,1.5,3,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"40704739",1,"407047392010",2,2,23.3999996185303,23.2999992370605,16.5500001907349,0.141421895717003,0.494973937611077,TRUE,4.01848557831142,1.01366219614711
"1167",18.7734661164947,17,1.3,15.7,3,5,25,2.41,2.59,79.9000030517578,11,8,2,2010,60,4760,4109,2,2,2,2,FALSE,FALSE,FALSE,3,FALSE,TRUE,TRUE,"41094760",2,"410947602010",2,2,25.6499996185303,22.2999992370605,17.6500000953674,3.252691463198,0.848528676903483,TRUE,3.73422677035138,1.27254280948879
"1171",51.525425505572,27,2.94,24.06,28,8,76,-1.01,9.01,88.4999969482422,40,12,4,2010,75,4078,4071,2,2,2,2,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"40714078",2,"407140782010",5,4,21.5499997138977,19.7999992370605,17.9250001907349,1.87705476536624,0.221735778973102,TRUE,-0.999338110914349,1.56873149583577
"1172",38.5936784241869,26.5,1.05,25.45,9,9.5,57,0.77,8.73,88.65,24,15,4,2010,78,4744,4682,1,1,1,2,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,"46824744",2,"468247442010",4,4,23.3750004768372,21.7000007629395,17.9999995231628,1.54137380687967,0.496655583268775,TRUE,0.652873801775178,2.48852939129196
"1173",31.2808168923039,22.5,-0.479999999999997,22.98,8,6.5,46,0.485,6.015,88.2499992370605,19.5,11.5,5,2010,80,4619,4664,1,1,1,2,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"46644619",2,"466446192010",5,5,21.9,20.2999992370605,18.0399997711182,1.52151231771937,0.626897032513179,TRUE,-0.914282120053111,1.14737790346481
"1175",19.1735231162451,13.5,-2.65,16.15,3.5,4,26,1.67,2.33,81.55,11.5,8,2,2010,82,4754,4573,1,1,1,2,FALSE,NA,NA,2,FALSE,NA,NA,"45734754",2,"457347542010",3,2,24.5,24.1000003814697,17.6999998092651,0.565684885469612,0.282842442734806,TRUE,2.46903421879708,0.0943636166470194
"1176",55.9440559440559,34,1.9,32.1,7,21,80,4.77,16.23,85.8,24,31,5,2010,93,4759,3764,3,2,2.5,5,FALSE,TRUE,FALSE,4,FALSE,TRUE,FALSE,"37644759",2,"376447592010",5,5,22.4400001525879,20.2000007629395,17.8599998474121,1.37222413228106,0.801872738889302,TRUE,0.0404147885647064,0.588521770587096
"1177",28.8838935562905,27,3.66,23.34,4.5,6,41.5,1.62,4.38,86.15,13.5,16,4,2010,95,4084,4757,1,2,1.5,3,TRUE,TRUE,FALSE,6,TRUE,TRUE,FALSE,"47574084",3,"475740842010",4,4,22.4499998092651,21.7999992370605,18.3499994277954,0.602771567192423,0.759385934340325,TRUE,-1.07848179125182,1.61289081931103
"1179",8.98452969506508,4.5,-0.73,5.23,5,0.5,12.5,0.31,0.19,84,3,6,1,2010,97,4059,3450,4,2,3,9,TRUE,TRUE,FALSE,6,TRUE,TRUE,FALSE,"34504059",6,"345040592010",3,1,26.2999992370605,26.2999992370605,18.2999992370605,NA,NA,TRUE,2.88671166813936,NA
"1180",46.6813493796902,35,0.329999999999998,34.67,8.5,12.5,68,0.0850000000000009,12.415,87.45,20.5,26,4,2010,96,4380,3684,3,6,4.5,5,FALSE,TRUE,FALSE,12,FALSE,TRUE,FALSE,"36844380",1,"368443802010",4,4,24.4749999046326,22.8999996185303,18.8249998092651,1.41037799025256,0.330404235940209,TRUE,-0.147821700328361,1.2461878617031
"1181",26.4924546806289,20.5,0.41,20.09,8,5.5,38.5,1.15,4.35,87.1,17,9,3,2010,96,4037,4753,1,2,1.5,2,TRUE,TRUE,TRUE,4,TRUE,FALSE,TRUE,"47534037",2,"475340372010",3,3,24.4333330790202,24.1000003814697,18.5,0.351187897212132,0.299999237060501,TRUE,0.559269383716134,0.945244709200313
"1182",34.9231950844854,20,-0.189999999999998,20.19,17.5,4.5,51.5,-1.02,5.52,88.4,26.5,9,4,2010,97,4049,4722,1,2,1.5,1,FALSE,FALSE,TRUE,4,TRUE,FALSE,TRUE,"47224049",1,"472240492010",4,4,22.5,21,17.6000003814697,1.05198215917203,0.374165636725409,TRUE,0.699420084845066,0.998928789097377
"1185",25.1334565908025,17,-0.109999999999999,17.11,9,4,34,-0.350000000000001,4.35,78.6,17,8,3,2010,103,4739,4070,2,1,1.5,4,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,"40704739",2,"407047392010",3,3,20.9833335876465,16.2000007629395,16.9166668256124,3.48472835282944,1.25033357111319,TRUE,0.757066611440937,1.00776940131152
"1187",29.7450616182492,11.5,-0.390000000000001,11.89,15.5,3,28,0.42,2.58,57.2499996185303,22.5,7,4,2010,95,3302,3359,4,4,4,10,TRUE,TRUE,FALSE,13,TRUE,TRUE,FALSE,"33593302",8,"335933022010",3,3,25,24.2999992370605,18.7000001271566,0.655744463252933,0.199999809265907,TRUE,0.665161643075327,1.01055026093726
"1188",33.4755444146391,20.3333333333333,1.05333333333333,19.28,12.3333333333333,4.33333333333333,43.3333333333333,-0.753333333333334,5.08666666666667,79.3999989827474,11,22.6666666666667,3,2010,104,4062,3717,3,3,3,5,FALSE,FALSE,FALSE,5,FALSE,FALSE,FALSE,"37174062",5,"371740622010",4,3,23.2999998728434,20.3999996185303,17.466667175293,2.72213142667466,0.709459682345095,TRUE,1.80660257718128,1.89567077216
"1189",35.1747463359639,31,2.68,28.32,1,7,52,0.52,6.48,88.7,18,17,4,2010,109,4078,4071,2,2,2,3,FALSE,TRUE,FALSE,6,FALSE,TRUE,FALSE,"40714078",3,"407140782010",3,3,19.9749999046326,16,17.6666666666667,3.78461812312296,NA,TRUE,-1.9791705878878,NA
"1190",32.2236602153068,24.5,5.2,19.3,12,8,44.5,2.425,5.575,82.7,22,10,3,2010,113,4744,4682,1,1,1,3,TRUE,FALSE,FALSE,3,TRUE,TRUE,TRUE,"46824744",3,"468247442010",3,3,25.2333335876465,23.7000007629395,18.4666665395101,1.45716595529018,0.450924791988469,TRUE,1.43606591340621,2.16095276961957
"1191",23.5978164967394,18,-0.210000000000001,18.21,6,3,32,-0.0249999999999995,3.025,81.3,15,9,3,2010,115,4689,3445,4,1,2.5,4,FALSE,NA,NA,1,FALSE,NA,NA,"34454689",1,"344546892010",3,3,24.4000002543132,22.2999992370605,19.4333330790202,1.96723237172091,0.51316024306136,TRUE,-1.62434324220379,1.82861231372907
"1192",17.5944034902964,12.5,2.45,10.05,5,2.5,24,0.755,1.745,80.15,11.5,6.5,2,2010,116,4619,4664,1,1,1,3,TRUE,FALSE,FALSE,3,TRUE,FALSE,FALSE,"46644619",3,"466446192010",2,2,23.1000003814697,22.6000003814697,18.3000001907349,0.707106781186548,0.282842442734806,TRUE,-0.31328938459503,0.047058279069916
"1193",12.6911994495176,11.5,0.809999999999999,10.69,3.5,1,18.5,0.27,0.73,87.6,4.5,8,1,2010,118,4110,3370,4,2,3,7,TRUE,TRUE,FALSE,6,TRUE,TRUE,FALSE,"33704110",6,"337041102010",1,1,24.2999992370605,24.2999992370605,17.8999996185303,NA,NA,TRUE,1.80825952661803,NA
"1194",5.78690332405609,2,0,2,3,0.5,7.5,0.445,0.055,75.95,1.5,4.5,1,2010,104,4723,4119,2,1,1.5,2,TRUE,NA,NA,2,TRUE,FALSE,FALSE,"41194723",2,"411947232010",1,1,20.25,18.6000003814697,16.25,NA,NA,TRUE,1.55964795221203,NA
"1195",22.6152944450987,23.5,1,22.5,2,4,32.5,1.145,2.855,86.45,10.5,12.5,2,2010,130,4059,3450,4,2,3,10,TRUE,TRUE,NA,7,TRUE,TRUE,FALSE,"34504059",7,"345040592010",2,2,26.5,26.3999996185303,18.8499994277954,0.141421895716935,0.0707109478585355,TRUE,1.81958247781283,0.0235910166522102
"1196",29.2849035187287,26,6.12,19.88,7,7,43,2.2,4.8,88.1,11,18,3,2010,113,4679,4745,1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,NA,NA,"47454679",1,"474546792010",3,3,24.0333334604899,22.6000003814697,17.1666673024495,1.6258324588923,0.450924791988423,TRUE,3.23109742487764,0.655072540829472
"1197",27.8601794992915,16.5,0.620000000000001,15.88,11,5,40.5,1.795,3.205,87.3,8.5,19.5,3,2010,119,4721,4039,2,1,1.5,4,FALSE,NA,NA,1,FALSE,FALSE,FALSE,"40394721",1,"403947212010",3,2,21.1749997138977,18.3999996185303,17.8249998092651,3.09246415977096,1.12694317315833,TRUE,-1.14395004772277,0.462750974158986
"1198",17.3075888293006,18,2.09,15.91,3,1.5,25.5,-0.14,1.64,88.35,10,7,3,2010,124,3395,4072,2,4,3,7,TRUE,TRUE,FALSE,9,FALSE,NA,NA,"40723395",4,"407233952010",4,3,20.6166664759318,17.7999992370605,16.7166666984558,1.60934802579047,0.585946430053755,TRUE,0.851174161346845,0.269280163660173
"1201",23.5207776586688,19.5,2.96,16.54,4.5,4.5,39,0.74,3.76,101.529998779297,14,9.5,2.5,2011,26,4744,4098,3,2,2.5,2,FALSE,TRUE,FALSE,4,TRUE,TRUE,FALSE,"40984744",1,"409847442011",3,2,24.8999996185303,24.3999996185303,17,0.707106781186548,0,TRUE,4.48174368823696,0.707106781186548
"1202",35.3078835969241,24.5,0.850000000000001,23.65,6,7,40.5,0.154999999999999,6.845,62.9500007629395,18,17,3,2011,24,4854,4907,1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"49074854",1,"490748542011",4,3,23.6333332061768,22.7999992370605,17.5666662851969,0.850490421110627,0.378594242378692,TRUE,1.90955077684798,1.69498220653996
"1203",21.6484916428862,21,3.66,17.34,7,2.5,32,-0.00499999999999989,2.505,88.6,7.5,14.5,2,2011,26,4084,4757,2,3,2.5,4,TRUE,TRUE,FALSE,7,TRUE,TRUE,FALSE,"47574084",4,"475740842011",4,2,24,23.2999992370605,18.75,0.989950572620554,0.353553390593274,TRUE,-0.450031656139188,0.164889158134935
"1204",27.3149864914976,24.5,0.41,24.09,5.5,5,39.5,0.5,4.5,86.9,16.5,11,4,2011,27,4585,4735,2,2,2,1,FALSE,TRUE,FALSE,2,FALSE,TRUE,FALSE,"47354585",1,"473545852011",4,4,24.3999996185303,23.1000003814697,17.5499997138977,1.74737888773308,0.946924867565436,TRUE,2.71461483354272,2.43824708193844
"1205",36.6666666666667,28,3.92,24.08,13,8,55,2.27,5.73,90,25,12,5,2011,27,4078,4071,3,3,3,4,TRUE,FALSE,FALSE,7,TRUE,FALSE,FALSE,"40714078",4,"407140782011",5,5,22.7400001525879,19.1000003814697,16.3200000762939,2.31365526200148,0.21679469312005,TRUE,3.88837689999472,2.43008693701274
"1207",3.6697247706422,2,0,2,2,1,4,0,1,65.4,3,1,1,2011,27,5025,4929,1,1,1,1,FALSE,FALSE,FALSE,1,FALSE,FALSE,TRUE,"49295025",1,"492950252011",3,1,22.1000003814697,22.1000003814697,16.7999992370605,NA,NA,TRUE,2.14252057755929,NA
"1211",32.7950866683112,16,-0.120000000000001,16.12,8.5,3,32,-0.48,3.48,63.545000076294,12,20.5,5,2011,28,4619,4664,2,2,2,4,FALSE,NA,NA,4,FALSE,FALSE,FALSE,"46644619",4,"466446192011",5,5,23.6,21.5,17.7399997711182,1.77904496085624,0.415932691447932,TRUE,1.47687943294904,1.17832553034103
"1212",19.9541375872383,7.5,0.0299999999999994,7.47,14.5,2,29,0.85,1.15,86.75,2.5,17,4,2011,29,4062,4895,1,4,2.5,1,FALSE,FALSE,FALSE,7,FALSE,FALSE,FALSE,"48954062",1,"489540622011",4,4,24.5250000953674,21,17.3999996185303,2.45950554998463,0.920144971399685,TRUE,3.18519630659517,1.37879601919888
"1213",11.38770412021,12,0.99,11.01,0,0,16,-0.505,0.505,84.8,6,6,1.5,2011,30,4982,4885,1,1,1,1,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,"48854982",1,"488549822011",2,1,17.75,17.3999996185303,16.6000003814697,NA,NA,TRUE,-1.74670807181445,NA
"1214",19.9673651666094,18,1.74,16.26,5.5,3,28.5,0.44,2.56,85.65,13,7.5,3,2011,30,4759,3764,4,3,3.5,6,TRUE,TRUE,FALSE,5,TRUE,TRUE,FALSE,"37644759",3,"376447592011",4,3,19.0250000953674,13.5,17.1749999523163,6.24819988725195,1.38924413808653,TRUE,-1.79643329765339,3.06790625404541
